"creationDate","criticName","criticPageUrl","reviewState","isFresh","isRotten","isRtUrl","isTopCritic","publicationUrl","publicationName","reviewUrl","quote","reviewId","scoreSentiment","originalScore","movieId"
"2000-01-01","Oz","/critics/oz","fresh",True,False,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=177&reviewer=1","Heads and shoulders above ANY animated film of the last year, and better than most live action movies, too.",100290,"POSITIVE","5/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Urban Cinefile Critics","/critics/urban-cinefile-critics","fresh",True,False,False,False,"/critics/source/462","Urban Cinefile","http://www.urbancinefile.com.au/home/view.asp?a=1808&s=Reviews","It's easy to go along for the ride, be immersed in this magical world on the wide screen, laugh at the repartee and relate to the action.",100292,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Steve Rhodes","/critics/steve-rhodes","fresh",True,False,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/151/15102","Surpasses both Toy Story and Antz!",100293,"POSITIVE","3.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Marty Mapes","/critics/marty-mapes","fresh",True,False,False,False,"/critics/source/296","Movie Habit","http://www.moviehabit.com/reviews/bug_ad99.shtml","It is not just clever, it is imaginative. There are some genuinely inventive scenes that only an ant could have dreamt up. The people at Pixar must have worked hard at having so much fun.",100325,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Mike McGranaghan","/critics/mike-mcgranaghan","fresh",True,False,False,False,"/critics/source/6","Aisle Seat","http://www.angelfire.com/pa/aisleseat/bugslife.html","Computer animation is an artform that will have a long impact. A Bug's Life is on the ground floor of a cinematic revolution. History is being made.",100330,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Russell Smith","/critics/russell-smith","fresh",True,False,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a140122","This breakneck-paced, understatedly clever, Disney/Pixar release wins in a split decision over DreamWorks' previously released Antz.",100350,"POSITIVE","4.5/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Emily Blunt","/critics/emily-blunt","fresh",True,False,False,False,"/critics/source/40","Blunt Review","http://www.bluntreview.com/reviews/abugslife.html","A masterpiece! Too bold a statement you say? No way, Jose! You'll never pick up a can of Raid again.",100353,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Matt Easterbrook","/critics/matt-easterbrook","fresh",True,False,"",False,"/critics/source/510","Matt's Movie Reviews","","",100371,"POSITIVE","9/10","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Paul Tatara","/critics/paul-tatara","fresh",True,False,False,True,"/critics/source/93","CNN.com","http://www.cnn.com/SHOWBIZ/Movies/9811/20/review.bugs.life/","If this movie doesn't make you smile you may not know how.",100372,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Alex Sandell","/critics/alex-sandell","fresh",True,False,False,False,"/critics/source/239","Juicy Cerebellum","http://www.juicycerebellum.com/199810.htm","A Bug's Life, with its excellent animation and humorous moments, is worth a matinee viewing.",100373,"POSITIVE","7/10","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Jeff Vice","/critics/jeff-vice","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700002140/A-Bugs-Life.html","A deft comedy with depth of characterization -- and of animation -- that makes the work in [Antz] look like sketchbook doodles by comparison.",100374,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Christopher Null","/critics/christopher-null","fresh",True,False,"",False,"/critics/source/178","Filmcritic.com","","Genuinely funny",100379,"POSITIVE","4/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Bryant Frazer","/critics/bryant-frazer","fresh",True,False,False,False,"/critics/source/118","Bryant Frazer's Deep Focus","http://www.deep-focus.com/flicker/abugslif.html","Almost a must-see for its singular imagery alone.",100380,"POSITIVE","B+","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","David Luty","/critics/david-luty","fresh",True,False,False,False,"/critics/source/171","Film Journal International","http://www.filmjournal.com/filmjournal/reviews/article_display.jsp?vnu_content_id=1000698429","The densely boisterous, richly colorful, organically amazing world created here is a relentless joy to behold.",100390,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Peter Keough","/critics/peter-keough","rotten",False,True,False,False,"/critics/source/46","Boston Phoenix","http://www.bostonphoenix.com/archives/1998/documents/00525692.htm","Whereas Antz finds some of its edgy inspiration in Kafka by way of Woody Allen, A Bug's Life is mired comfortably in the pastel mediocrity of Gumby.",100395,"NEGATIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","David Keyes","/critics/david-keyes","fresh",True,False,False,False,"/critics/source/1541","Cinemaphile.org","http://cinemaphile.org/reviews/1998/abugslife.html","It's hard to consider that anything could break new ground off of ""Toy Story"", but in this case, an exception is made.",100404,"POSITIVE","3.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Rob Blackwelder","/critics/rob-blackwelder","fresh",True,False,False,False,"/critics/source/425","SPLICEDWire","http://splicedwire.com/98reviews/bugslife.html","I was positively floored by the artwork in A Bug's Life, in which computerized images are often so realistic you forget the entire thing is a cartoon.",100405,"POSITIVE","3.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Edward Johnson-Ott","/critics/edward-johnson-ott","fresh",True,False,False,False,"/critics/source/591","NUVO Newsweekly","http://reviews.imdb.com/Reviews/152/15274","Get ready for one of the best films of the year!",166864,"POSITIVE","4.5/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Stephen Hunter","/critics/stephen-hunter","rotten",False,True,False,True,"/critics/source/474","Washington Post","http://www.washingtonpost.com/wp-srv/style/movies/reviews/bugslifehunter.htm?movieslede=y","Clever as it is, the film lacks charm.",166865,"NEGATIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Bob Fenster","/critics/bob-fenster","fresh",True,False,"",True,"/critics/source/642","Arizona Republic","","Even more fun than Antz!",166866,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Sandra Contreras","/critics/sandra-contreras","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/movies/database/ShowMovie.asp?MI=40712","Technically astounding and unwaveringly bright film!",166867,"POSITIVE","3/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Duane Dudek","/critics/duane-dudek","fresh",True,False,"",False,"/critics/source/496","Milwaukee Journal Sentinel","","A nimble, brightly lighted and eccentrically colored butterfly of a film.",166868,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Sandra Ramani","/critics/sandra-ramani","fresh",True,False,"",False,"/critics/source/489","Citysearch","","A clever, enjoyable movie, with enough thrills and laughs to keep all ages entertained!",166869,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Lawrence Toppman","/critics/lawrence-toppman","fresh",True,False,"",False,"/critics/source/488","Charlotte Observer","","Disney has shown good taste by releasing a full-length animated feature without songs.",166870,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Gary Thompson","/critics/gary-thompson","rotten",False,True,"",False,"/critics/source/360","Philadelphia Daily News","","Will seem naggingly familiar to those who have already seen Antz!",166871,"NEGATIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Harvey S. Karten","/critics/harvey-s-karten","rotten",False,True,False,False,"/critics/source/570","Compuserve","http://reviews.imdb.com/Reviews/153/15376","A Bug's Life has dialogue that will tire adults who were intellectually challenged by the colloquy in The Waterboy.",166872,"NEGATIVE","7/10","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Todd McCarthy","/critics/todd-mccarthy","fresh",True,False,"",True,"/critics/source/466","Variety","","Lasseter and Pixar broke new technical and aesthetic ground in the animation field with Toy Story, and here they surpass it in both scope and complexity of movement while telling a story that overlaps Antz in numerous ways.",166873,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Jeff Giles","/critics/jeff-giles","fresh",True,False,"",True,"/critics/source/339","Newsweek","","The giddiest, most inventive family movie of the year!",166874,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Jim Chastain","/critics/jim-chastain","fresh",True,False,"",False,"/critics/source/589","Norman Transcript","","Pure escapist fun!",166875,"POSITIVE","","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Widgett Walls","/critics/widgett-walls","fresh",True,False,False,False,"/critics/source/328","Needcoffee.com","http://www.needcoffee.com/html/reviews/blife.html","Denis Leary is the most dead-on vocal casting of the year.",205686,"POSITIVE","4.5/5","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Bob Bloom","/critics/bob-bloom","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/165/16549","Witty, warm and charming -- perfect holiday fare for the entire family. Just because you've seen Antz, don't pass up A Bug's Life. After seeing it, you may decide insects aren't so ikky after all.",772709,"POSITIVE","3.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Scott Renshaw","/critics/scott-renshaw","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/152/15295","Silly enough for kids, smart enough for adults, grandly-staged enough for anyone who loves movies.",772712,"POSITIVE","9/10","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Michael Dequina","/critics/michael-dequina","fresh",True,False,False,False,"/critics/source/636","TheMovieReport.com","http://mrbrownmovies.com/movierpt42.html#bugs","Witty dialogue, funny situations, and entertaining characters.",772713,"POSITIVE","3.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Jeffrey Huston","/critics/jeffrey-huston","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/154/15417","Pure, unadulterated fun that is also spectacular filmmaking.",772714,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Mark R. Leeper","/critics/mark-r-leeper","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/155/15577","There are moments of really good humor.",772723,"POSITIVE","7/10","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","Dustin Putman","/critics/dustin-putman","rotten",False,True,False,False,"/critics/source/863","TheFilmFile.com","http://www.themovieboy.com/reviews/b/98_bugslife.htm","The film itself, unfortunately, is a lifeless, unamusing contraption without any of the flair or excitement of, Toy Story.",772728,"NEGATIVE","1.5/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","David Nusair","/critics/david-nusair","fresh",True,False,False,False,"/critics/source/1140","Reel Film Reviews","http://www.reelfilm.com/bugslife.htm","...A Bug's Life is worth seeing simply for the breathtaking animation, but if you're expecting a story and characters of the same calibre as Toy Story, you'll be left disappointed.",772729,"POSITIVE","3/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","David N. Butterworth","/critics/david-n-butterworth","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/238/23843","A wry, irreverent, and often-times hilarious script by John Lasseter and Andrew Stanton caters to grown-ups as much as it does children.",772732,"POSITIVE","4/4","4787f420-1a8d-39a3-b57b-d8c7bb11796b"
"2000-01-01","James Berardinelli","/critics/james-berardinelli","fresh",True,False,False,False,"/critics/source/387","ReelViews","http://www.reelviews.net/php_review_template.php?identifier=46","The one big negative about Toy Story involves Disney's overcommercialization.",45802,"POSITIVE","3.5/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/toy-story-1995","The result is a visionary roller-coaster ride of a movie.",45803,"POSITIVE","4/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","John Hartl","/critics/john-hartl","fresh",True,False,"",True,"/critics/source/176","Film.com","","Disney's witty, wondrously imaginative, all-computer-generated cartoon is far and away the best of the new holiday movies in town.",45804,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Sean P. Means","/critics/sean-p-means","fresh",True,False,"",True,"/critics/source/176","Film.com","","Technically, Toy Story is nearly flawless.",45805,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Rita Kempley","/critics/rita-kempley","fresh",True,False,False,True,"/critics/source/474","Washington Post","http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/toystory.htm","It's a nice change of pace to see the studio draw magic from this modern tale about ordinary 20th-century kid Andy and his eager-to-please playthings.",45807,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Liz Braun","/critics/liz-braun","fresh",True,False,"",False,"/critics/source/234","Jam! Movies","","Besides the eye-popping look of the movie, Toy Story offers a good tale told with zest and humor, which is a roundabout way of saying you'll believe those toys are real.",45818,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Jack Garner","/critics/jack-garner","fresh",True,False,False,False,"/critics/source/394","Rochester Democrat and Chronicle","http://www.RochesterGoesOut.COM/mov/t/toysto.html","Adult viewers also will have fun -- and not only because of the witty writing or the nostalgic trip back to the toy chests of our past.",45828,"POSITIVE","9/10","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Madeleine Williams","/critics/madeleine-williams","fresh",True,False,False,False,"/critics/source/79","Cinematter","http://www.cinematter.com/movie.php3?toystory","Computer generated cartoon fun!",45829,"POSITIVE","3.5/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Steve Rhodes","/critics/steve-rhodes","fresh",True,False,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/43/4357","stretches your mind creatively to look at inanimate objects with a new respect.",45838,"POSITIVE","4/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Susan Stark","/critics/susan-stark","fresh",True,False,"",True,"/critics/source/122","Detroit News","","Disney's first computer-made animated feature is a 3-D eye popper.",45844,"POSITIVE","3/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Chris Hicks","/critics/chris-hicks","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700001872/Toy-Story.html","In fact, there isn't a funnier, faster-paced movie around, nor one that is more visually arresting.",45857,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Susan Wloszczyna","/critics/susan-wloszczyna","fresh",True,False,False,True,"/critics/source/464","USA Today","https://web.archive.org/web/20010616112152/http://www.usatoday.com/life/enter/movies/lef140.htm","John Lasseter and his compu-teers have tethered their sky's-the-limit wizardry to a typical Disney tale of wandering and redemption. After a frantic grab-ya opener, this buddy yarn is as engagingly simple as its technology is mind-boggling. ",45858,"POSITIVE","3/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Christopher Null","/critics/christopher-null","fresh",True,False,"",False,"/critics/source/178","Filmcritic.com","","The wizards at Pixar and Disney have created a film that is unlikely to be forgotten in the next few years.",45860,"POSITIVE","4.5/5","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Bryant Frazer","/critics/bryant-frazer","fresh",True,False,False,False,"/critics/source/118","Bryant Frazer's Deep Focus","http://www.deep-focus.com/flicker/toystory.html","Sheer delight, exhilarating and breathtaking.",45861,"POSITIVE","A","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Peter Stack","/critics/peter-stack","fresh",True,False,False,True,"/critics/source/402","San Francisco Chronicle","http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1996/11/01/DD69735.DTL","The script, by Lasseter, Pete Docter, Andrew Stanton and Joe Ranft, is filled with clever gags that keep the two heroes at each other's throats and the plot on fast- forward.",45868,"POSITIVE","4/4","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Barbara Shulgasser","/critics/barbara-shulgasser","fresh",True,False,False,False,"/critics/source/403","San Francisco Examiner","http://www.sfgate.com/cgi-bin/article.cgi?f=/e/a/1995/11/22/STYLE11153.dtl","The film will intoxicate children and charm the parents in their company.",45870,"POSITIVE","","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","JoBlo","/critics/joblo","fresh",True,False,False,False,"/critics/source/573","JoBlo's Movie Network","http://www.joblo.com/reviews.php?mode=joblo_movies&id=189","Cute, inventive, entertaining little toy adventure for young and old alike.",45875,"POSITIVE","7/10","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","John J. Puccio","/critics/john-j-puccio","fresh",True,False,False,False,"/critics/source/745","Movie Metropolis","http://www.dvdtown.com/review/toystory10thanniversaryedition/15981/3069","Toy Story is long on sentiment and short on story; but has anyone ever complained? Surely not when the characters are so appealing and the visuals so extraordinary.",208141,"POSITIVE","9/10","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Mark R. Leeper","/critics/mark-r-leeper","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/43/4319","Pixar has made a charming movie carrying their current plot concepts and animation techniques to what appears to be about the limit. Toy Story is a lot of fun.",771049,"POSITIVE","7/10","48f742e7-d657-38bc-ad26-ff9e52e79073"
"2000-01-01","Janet Maslin","/critics/janet-maslin","fresh",True,False,False,True,"/critics/source/337","New York Times","http://www.nytimes.com/library/film/112499toy-film-review.html","Only after leaving the theater is there reason to realize just how much imagination has gone into making this film so enveloping.",120525,"POSITIVE","4.5/5","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Scott Renshaw","/critics/scott-renshaw","fresh",True,False,False,False,"/critics/source/409","Scott Renshaw's Screening Room","http://www.inconnect.com/~renshaw/toystory2.html","There is so much here that's delightful in so many ways, you begin to realize what movies are supposed to be, yet so rarely are: transporting experiences.",120526,"POSITIVE","9/10","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","James Berardinelli","/critics/james-berardinelli","fresh",True,False,False,False,"/critics/source/387","ReelViews","http://www.reelviews.net/php_review_template.php?identifier=47","One would have to be a hopeless curmudgeon not to be entertained by Toy Story 2's remarkable visual style, quick-moving storyline, endearing characters, and witty dialogue.",120527,"POSITIVE","3.5/4","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Janelle Brown","/critics/janelle-brown","fresh",True,False,False,True,"/critics/source/400","Salon.com","http://www.salon.com/1999/11/24/toystory2/","Not only is it just as visually stunning and witty as the first, but it's funnier, more thoughtful and more grown-up.",120528,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Caroline Westbrook","/critics/caroline-westbrook","fresh",True,False,False,True,"/critics/source/148","Empire Magazine","http://www.empireonline.com/reviews/ReviewComplete.asp?FID=5513","Provides the kind of exhilarating cinema experience that leaves you gasping in admiration and actually wanting a third instalment.",120530,"POSITIVE","5/5","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","John Hartl","/critics/john-hartl","fresh",True,False,"",True,"/critics/source/176","Film.com","","Like last year's underrated Babe: Pig in the City, it dares to take its familiar cast of characters in a different, more melancholy direction.",120533,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Tom Keogh","/critics/tom-keogh","fresh",True,False,"",True,"/critics/source/176","Film.com","","Captivating!",120534,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Robert Horton","/critics/robert-horton","fresh",True,False,"",True,"/critics/source/176","Film.com","","An utter delight.",120535,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Mike Kerrigan","/critics/mike-kerrigan","fresh",True,False,False,False,"/critics/source/49","Boxoffice Magazine","http://boxoffice.com/reviews/2008/08/toy-story-2.php","Not only is TS2 better than the first outing, it is better than most movies released this year.",120536,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Eric D. Snider","/critics/eric-d-snider","fresh",True,False,False,False,"/critics/source/986","EricDSnider.com","http://www.ericdsnider.com/movies/toy-story-2/","So full of sight gags, clever in-jokes and gentle satire (so gentle you could probably miss it) that it's sure to be a favorite among children and adults alike.",120538,"POSITIVE","A","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","","","fresh",True,False,False,False,"/critics/source/137","E! Online","http://www.eonline.com/Reviews/Movies/Leaves/0,20,1308,00.html","Unlike other kid-directed movies -- stop blushing, Pokmon -- there's so much warmth and emotion here that adults will enjoy it as much as kids.",120543,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Lisa Schwarzbaum","/critics/lisa-schwarzbaum","fresh",True,False,False,True,"/critics/source/150","Entertainment Weekly","http://www.ew.com/ew/article/0,,271947,00.html","It's a great, IQ-flattering entertainment both wonderful and wise.",120545,"POSITIVE","A","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Nell Minow","/critics/nell-minow","fresh",True,False,"",True,"/critics/source/300","Movie Mom","","Wow. WOW!",120549,"POSITIVE","5/5","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Cornell & Petricelli","/critics/cornell-and-petricelli","fresh",True,False,False,False,"/critics/source/78","CinemaSense.Com","http://www.cinemasense.com/Reviews/toystory2.htm","The film crafts its messages amidst humor that moves the story along with delight and laughter.",120551,"POSITIVE","8/10","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Ross Anthony","/critics/ross-anthony","fresh",True,False,False,False,"/critics/source/567","Hollywood Report Card","http://rossanthony.com/T/toystory2.shtml","Magnificent, super fantastic, rich, wonderful, full, stop-what-your-doing-and-go-see-it appeal.",120556,"POSITIVE","4/4","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
"2000-01-01","Jonathan Beller","/critics/jonathan-beller","fresh",True,False,False,False,"/critics/source/368","PopMatters","http://popmatters.com/film/reviews/t/toy-story2b.shtml","This film shrewdly brings forth two features of contemporary life which everyone suspects but no one seems to be able to prove.",120575,"POSITIVE","","6bacd7ec-76c9-3f40-b69a-cde708c3ac01"
